area_type,availability,location,size,total_sqft,bath,balcony,price,bhk
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128.0,2.0,1.0,65.45,2.0
Super built-up  Area,Ready To Move,Veersandra,2 BHK,1250.0,2.0,1.0,55.0,2.0
Built-up  Area,Ready To Move,ITI Layout,2 BHK,1450.0,2.0,2.0,90.0,2.0
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1084.0,2.0,1.0,53.0,2.0
Built-up  Area,Ready To Move,Kaggadasapura,4 BHK,2150.0,4.0,2.0,90.0,4.0
Built-up  Area,Ready To Move,Koramangala,4 Bedroom,6000.0,4.0,0.0,625.0,4.0
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,600.0,3.0,0.0,77.0,4.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1250.0,2.0,2.0,65.0,2.0
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,2400.0,4.0,1.0,240.0,3.0
Super built-up  Area,Ready To Move,Begur,3 BHK,1304.0,3.0,0.0,65.0,3.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640.0,3.0,2.0,268.0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,980.0,2.0,1.0,77.44,2.0
Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,1275.0,2.0,2.0,49.5,2.0
Plot  Area,Ready To Move,"Yelahanka,MVIT college",1 Bedroom,10030.0,1.0,1.0,150.0,1.0
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,2500.0,4.0,0.0,140.0,3.0
Built-up  Area,Ready To Move,Bidadi,4 Bedroom,3600.0,4.0,0.0,225.0,4.0
Plot  Area,Ready To Move,Anekal,3 Bedroom,2400.0,4.0,0.0,95.0,3.0
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,2300.0,3.0,2.0,280.0,3.0
Super built-up  Area,18-May,Kanakpura Road,3 BHK,1450.0,2.0,2.0,70.18,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,890.0,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1340.0,2.0,3.0,85.0,2.0
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,1100.0,2.0,1.0,75.0,3.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750.0,2.0,1.0,40.0,2.0
Plot  Area,Ready To Move,Basaveshwara Nagar,4 Bedroom,700.0,4.0,2.0,125.0,4.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1300.0,2.0,2.0,66.0,2.0
Super built-up  Area,21-Dec,HRBR Layout,2 BHK,1301.0,2.0,1.0,120.0,2.0
Built-up  Area,Ready To Move,Gnana Bharathi,9 Bedroom,3200.0,8.0,1.0,130.0,9.0
Plot  Area,Ready To Move,Pillahalli,3 Bedroom,1900.0,2.0,2.0,92.0,3.0
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1299.0,2.0,1.0,105.0,2.0
Super built-up  Area,18-May,Anugrah Layout,3 BHK,1250.0,3.0,3.0,40.0,3.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,1600.0,4.0,2.0,300.0,4.0
Super built-up  Area,Ready To Move,Kalkere,2 BHK,925.0,2.0,1.0,55.0,2.0
Plot  Area,Ready To Move,Meenakunte,3 Bedroom,3900.0,3.0,3.0,250.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1107.0,2.0,1.0,45.0,2.0
Plot  Area,Ready To Move,Ramesh Nagar,2 Bedroom,1400.0,2.0,2.0,160.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1300.0,2.0,1.0,67.0,2.0
Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,570.0,2.0,1.0,62.0,2.0
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,1715.0,3.0,2.0,95.0,3.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1200.0,2.0,1.0,55.0,2.0
Plot  Area,Ready To Move,9th Block Jayanagar,6 Bedroom,1200.0,5.0,1.0,280.0,6.0
Super built-up  Area,Ready To Move,Ashok Nagar,2 BHK,703.0,2.0,1.0,60.0,2.0
Super built-up  Area,18-Sep,Talaghattapura,2 BHK,921.0,2.0,2.0,29.47,2.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1144.0,2.0,2.0,65.0,2.0
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525.0,1.0,1.0,26.01,1.0
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,1400.0,2.0,2.0,56.0,3.0
Super built-up  Area,18-Jun,Balagere,1 BHK,661.0,1.0,1.0,33.0,1.0
Plot  Area,Ready To Move,Upkar Layout,6 Bedroom,1200.0,6.0,2.0,160.0,6.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,5 BHK,1200.0,5.0,2.0,70.0,5.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705.0,3.0,1.0,91.0,3.0
Plot  Area,Ready To Move,Anjana Nagar,5 Bedroom,1035.0,5.0,1.0,170.0,5.0
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1430.0,2.0,0.0,55.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1240.0,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,1325.0,2.0,2.0,60.8,3.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1230.0,2.0,2.0,44.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1000.0,2.0,3.0,28.0,2.0
Plot  Area,Ready To Move,Gollarahatti,4 Bedroom,740.0,2.0,1.0,24.5,4.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,2.0,46.45,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3005.0,5.0,2.0,275.0,4.0
Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,1300.0,3.0,2.0,170.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,2.0
Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,936.0,2.0,1.0,60.84,4.0
Super built-up  Area,18-Apr,Banashankari Stage III,3 BHK,1500.0,2.0,2.0,100.0,3.0
Plot  Area,Ready To Move,Kodigehalli,3 Bedroom,1200.0,4.0,1.0,156.0,3.0
Built-up  Area,Ready To Move,Cox Town,2 BHK,1073.0,2.0,2.0,72.0,2.0
Built-up  Area,Ready To Move,Kudlu,2 BHK,1300.0,2.0,2.0,56.0,2.0
Plot  Area,18-May,Sarjapur,4 Bedroom,4201.0,4.0,3.0,435.0,4.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1065.0,2.0,1.0,30.75,2.0
Super built-up  Area,18-Apr,Whitefield,2 BHK,1216.0,2.0,1.0,66.88,2.0
Built-up  Area,Ready To Move,Jigani,3 BHK,1252.0,3.0,2.0,59.0,3.0
Super built-up  Area,19-Aug,Hormavu,2 BHK,1196.0,2.0,1.0,44.8,2.0
Built-up  Area,Ready To Move,Kudlu,2 BHK,1027.0,2.0,2.0,44.0,2.0
Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,610.0,2.0,1.0,75.0,3.0
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,1270.0,2.0,2.0,57.15,3.0
Super built-up  Area,16-Nov,Mico Layout,2 BHK,1171.0,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,Kothannur,3 BHK,1215.0,2.0,3.0,48.6,3.0
Plot  Area,Ready To Move,Venkateswara Nagar,1 Bedroom,600.0,1.0,0.0,20.0,1.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,1180.0,2.0,1.0,77.0,2.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,1160.0,2.0,1.0,33.51,2.0
Plot  Area,Ready To Move,Chikkagubbi,4 Bedroom,4382.0,4.0,3.0,400.0,4.0
Super built-up  Area,20-Sep,Whitefield,3 BHK,2140.0,3.0,2.0,139.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1500.0,3.0,1.0,100.0,3.0
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,1008.0,2.0,2.0,52.0,2.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1921.0,4.0,3.0,129.0,3.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1127.0,2.0,2.0,32.0,2.0
Super built-up  Area,18-May,Rajaji Nagar,3 BHK,1621.0,3.0,1.0,124.0,3.0
Plot  Area,Ready To Move,Poornapragna Housing Society Layout,3 Bedroom,2400.0,3.0,0.0,360.0,3.0
Super built-up  Area,Ready To Move,Banashankari 2 nd Stage,3 BHK,1030.0,2.0,2.0,77.25,3.0
Super built-up  Area,18-Aug,Whitefield,2 BHK,1314.0,2.0,1.0,84.0,2.0
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,1220.0,3.0,1.0,56.0,3.0
Plot  Area,18-Mar,Banashankari Stage VI,4 Bedroom,600.0,3.0,1.0,97.0,4.0
Built-up  Area,Ready To Move,JP Nagar,3 BHK,1590.0,2.0,3.0,85.0,3.0
Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,703.0,2.0,1.0,49.5,2.0
Super built-up  Area,18-Aug,Hosakerehalli,3 BHK,1795.0,3.0,2.0,64.62,3.0
Built-up  Area,Ready To Move,Gottigere,4 Bedroom,3000.0,3.0,0.0,132.0,4.0
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,4395.0,4.0,2.0,242.0,4.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,825.0,2.0,1.0,35.0,2.0
Super built-up  Area,18-Dec,Yelahanka,4 BHK,4025.0,6.0,1.0,350.0,4.0
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,1254.0,2.0,1.0,70.0,3.0
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,2040.0,3.0,2.0,114.0,3.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,154.0,3.0
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1478.0,2.0,2.0,125.0,2.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,337.0,3.0
Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,1669.0,3.0,2.0,298.0,3.0
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,1820.0,3.0,2.0,79.5,3.0
Super built-up  Area,19-Dec,Horamavu Agara,3 BHK,1623.0,3.0,1.0,89.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1200.0,2.0,2.0,40.5,2.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,1613.0,3.0,3.0,72.0,3.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,2.0,80.0,2.0
Super built-up  Area,Ready To Move,Hoskote,2 BHK,1065.0,2.0,2.0,28.5,2.0
Super built-up  Area,18-Apr,Kudlu Gate,2 BHK,940.0,2.0,1.0,69.57,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1181.0,2.0,1.0,65.0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2215.0,3.0,2.0,275.0,3.0
Built-up  Area,Ready To Move,Marathahalli,1 BHK,1100.0,2.0,2.0,75.0,1.0
Super built-up  Area,Ready To Move,MLA Layout,2 BHK,1050.0,2.0,1.0,36.0,2.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1260.0,2.0,1.0,75.0,3.0
Super built-up  Area,Ready To Move,Banashankari Stage II,5 BHK,2800.0,3.0,2.0,425.0,5.0
Super built-up  Area,Ready To Move,Dodda Banaswadi,3 BHK,1500.0,3.0,2.0,56.0,3.0
Plot  Area,Ready To Move,KR Puram,6 Bedroom,1200.0,6.0,3.0,132.0,6.0
Plot  Area,18-May,Esther Enclave Layout,2 Bedroom,1000.0,2.0,0.0,66.0,2.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1530.0,3.0,3.0,73.0,3.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140.0,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1864.0,3.0,3.0,115.0,3.0
Built-up  Area,Ready To Move,Sarjapur,3 BHK,1575.0,3.0,3.0,55.0,3.0
Plot  Area,18-Dec,Attibele,3 Bedroom,1200.0,3.0,2.0,105.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,945.0,2.0,1.0,45.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,100.0,3.0
Plot  Area,Ready To Move,KR Garden,2 Bedroom,1200.0,2.0,3.0,135.0,2.0
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,1220.0,3.0,1.0,35.25,3.0
Built-up  Area,Ready To Move,Kengeri,1 BHK,600.0,1.0,1.0,35.0,1.0
Super built-up  Area,18-Aug,Whitefield,2 BHK,1160.0,2.0,2.0,39.0,2.0
Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1950.0,2.0,2.0,89.5,3.0
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1650.0,3.0,1.0,85.0,3.0
Built-up  Area,Ready To Move,Annapurneshwari Nagar,4 Bedroom,2400.0,4.0,1.0,150.0,4.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,795.0,1.0,1.0,32.6,2.0
Plot  Area,Ready To Move,Raghavendra Nagar,5 Bedroom,800.0,5.0,1.0,95.0,5.0
Plot  Area,Ready To Move,TC Palaya,5 Bedroom,1400.0,5.0,1.0,97.0,5.0
Super built-up  Area,Ready To Move,Kalyan nagar,3 BHK,2285.0,4.0,1.0,165.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,1263.0,2.0,1.0,51.5,2.0
Super built-up  Area,Ready To Move,Nanjappa Layout Vidyaranyapura,5 BHK,1200.0,4.0,2.0,115.0,5.0
Super built-up  Area,Ready To Move,Hennur,3 BHK,1345.0,2.0,1.0,69.0,3.0
Built-up  Area,Ready To Move,D Group Employees Layout,5 Bedroom,4400.0,5.0,3.0,240.0,5.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2.0,1.0,58.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1026.0,2.0,1.0,60.55,2.0
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,1050.0,2.0,2.0,38.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1460.0,3.0,3.0,76.0,3.0
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,1525.0,2.0,2.0,91.48,3.0
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,85.0,3.0
Super built-up  Area,18-Aug,Ananth Nagar,2 BHK,1000.0,2.0,3.0,25.0,2.0
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1642.0,2.0,1.0,115.0,3.0
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3.0
Super built-up  Area,Ready To Move,Austin Town,2 BHK,975.0,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,44.0,3.0
Super built-up  Area,18-Feb,Panathur,2 BHK,1210.0,2.0,1.0,77.93,2.0
Super built-up  Area,Ready To Move,Rammana Layout,3 BHK,2000.0,3.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1225.0,2.0,0.0,68.0,2.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,1.0,80.04,2.0
Built-up  Area,Ready To Move,Remco Bhel Layout,2 BHK,1220.0,2.0,0.0,56.0,2.0
Plot  Area,Ready To Move,A Narayanapura,1 Bedroom,1500.0,2.0,0.0,85.0,1.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1361.0,2.0,2.0,79.0,2.0
Plot  Area,Ready To Move,Frazer Town,5 Bedroom,2801.25,4.0,1.0,462.0,5.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1394.0,2.0,2.0,85.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,870.0,2.0,1.0,27.0,2.0
Plot  Area,Ready To Move,Marasandra,4 Bedroom,5000.0,5.0,3.0,300.0,4.0
Super built-up  Area,18-May,Rajaji Nagar,2 BHK,1222.0,2.0,2.0,98.0,2.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,1420.0,2.0,1.0,99.39,2.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1846.0,3.0,2.0,135.0,3.0
Plot  Area,Ready To Move,Benson Town,2 Bedroom,1688.12,2.0,1.0,270.0,2.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1167.0,2.0,2.0,64.08,2.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,902.0,2.0,2.0,25.0,2.0
Super built-up  Area,Ready To Move,Kannamangala,4 BHK,2422.0,4.0,3.0,135.0,4.0
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1050.0,2.0,2.0,52.5,2.0
Built-up  Area,Ready To Move,Rajapura,2 BHK,1000.0,2.0,0.0,50.0,2.0
Built-up  Area,Ready To Move,Kundalahalli,2 BHK,1260.0,2.0,0.0,58.0,2.0
Built-up  Area,Ready To Move,Banashankari Stage II,3 Bedroom,3000.0,3.0,2.0,450.0,3.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,939.0,2.0,2.0,39.0,2.0
Plot  Area,Ready To Move,Konanakunte,9 Bedroom,1590.0,6.0,1.0,150.0,9.0
Plot  Area,Ready To Move,Jalahalli,1 Bedroom,600.0,1.0,0.0,37.0,1.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1298.0,2.0,1.0,59.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1710.0,3.0,2.0,135.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,1000.0,2.0,1.0,45.0,2.0
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,3350.0,3.0,3.0,150.0,3.0
Plot  Area,Ready To Move,Bagalakunte,2 Bedroom,1200.0,4.0,1.0,138.0,2.0
Built-up  Area,Ready To Move,RPC layout,2 BHK,1100.0,2.0,2.0,68.0,2.0
Super built-up  Area,Ready To Move,Jalahalli,1 BHK,615.0,1.0,1.0,46.0,1.0
Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1350.0,2.0,1.0,85.0,2.0
Built-up  Area,Ready To Move,Sultan Palaya,4 Bedroom,5000.0,5.0,2.0,325.0,4.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,2700.0,3.0,1.0,501.0,3.0
Plot  Area,Ready To Move,Vijaya Bank Layout,6 Bedroom,4000.0,6.0,2.0,460.0,6.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1718.0,3.0,2.0,130.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,2.0,112.0,3.0
Plot  Area,Ready To Move,Hulimavu,2 Bedroom,1500.0,2.0,0.0,90.0,2.0
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,1157.0,2.0,1.0,72.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1179.0,2.0,1.0,51.0,2.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1315.0,2.0,0.0,60.48,2.0
Super built-up  Area,18-Mar,Phase 1 Kammasandra,2 BHK,1105.0,2.0,2.0,28.18,2.0
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1800.0,3.0,2.0,175.0,3.0
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,1010.0,2.0,1.0,52.0,2.0
Super built-up  Area,18-Jan,Electronic City,1 BHK,630.0,1.0,1.0,46.0,1.0
Plot  Area,19-Apr,Anekal,2 Bedroom,1200.0,2.0,1.0,36.1,2.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1025.0,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1195.0,2.0,2.0,59.0,2.0
Super built-up  Area,18-Feb,Whitefield,2 BHK,1012.0,2.0,1.0,58.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1884.0,4.0,2.0,118.0,3.0
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,1090.0,2.0,1.0,37.0,2.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3.0,2.0,77.99,3.0
Super built-up  Area,Ready To Move,Amblipura,4 BHK,2950.0,4.0,2.0,250.0,4.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,1710.0,3.0,3.0,85.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1500.0,3.0,1.0,68.0,3.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1310.0,2.0,2.0,53.0,3.0
Super built-up  Area,18-Dec,Dommasandra,2 BHK,674.0,1.0,1.0,19.9,2.0
Built-up  Area,Ready To Move,Hoodi,3 BHK,1350.0,3.0,2.0,70.0,3.0
Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1464.0,2.0,2.0,115.0,3.0
Built-up  Area,Ready To Move,Marsur,3 BHK,715.0,2.0,1.0,29.0,3.0
Built-up  Area,18-Dec,Electronic City,3 BHK,1400.0,2.0,1.0,40.45,3.0
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,1625.0,2.0,2.0,48.75,3.0
Built-up  Area,18-Dec,Electronic City,2 BHK,1065.0,2.0,1.0,30.76,2.0
Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,510.0,4.0,1.0,70.0,6.0
Super built-up  Area,Ready To Move,HMT Layout,3 BHK,1385.0,3.0,3.0,90.0,3.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1040.0,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1817.0,3.0,2.0,110.0,3.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1205.0,2.0,1.0,47.0,2.0
Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1070.0,2.0,2.0,33.43,2.0
Super built-up  Area,Ready To Move,Kodathi,2 BHK,1070.0,2.0,1.0,52.0,2.0
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1340.0,2.0,1.0,75.0,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,980.0,2.0,2.0,35.0,2.0
Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1006.0,2.0,0.0,44.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1098.0,2.0,1.0,71.0,2.0
Built-up  Area,Ready To Move,Mico Layout,2 BHK,1200.0,2.0,1.0,53.5,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,4190.0,4.0,2.0,325.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1019.0,2.0,1.0,62.0,2.0
Super built-up  Area,18-May,Whitefield,2 BHK,1150.0,2.0,2.0,40.21,2.0
Plot  Area,Ready To Move,Anekal,3 Bedroom,1733.5,3.0,1.0,120.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2 BHK,1415.0,2.0,2.0,120.0,2.0
Built-up  Area,21-Dec,"Electronic city Phase 1, ",3 BHK,1750.0,3.0,2.0,58.0,3.0
Super built-up  Area,18-Dec,Raja Rajeshwari Nagara,3 BHK,1537.0,3.0,2.0,81.0,3.0
Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,1050.0,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,55.6,3.0
Super built-up  Area,Ready To Move,Domlur,2 BHK,1246.0,2.0,1.0,95.0,2.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1890.0,4.0,2.0,85.0,3.0
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,972.0,2.0,1.0,40.0,2.0
Plot  Area,Ready To Move,5th Block Jayanagar,4 Bedroom,10624.0,4.0,2.0,2340.0,4.0
Plot  Area,Ready To Move,Brookefield,4 Bedroom,1500.0,5.0,3.0,160.0,4.0
Super built-up  Area,18-Aug,Electronic City,1 BHK,630.0,1.0,1.0,33.7,1.0
Plot  Area,18-Mar,Kothanur,8 Bedroom,1050.0,5.0,0.0,80.0,8.0
Built-up  Area,Ready To Move,Shingapura,3 BHK,1255.0,2.0,1.0,60.0,3.0
Plot  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,1900.0,4.0,2.0,185.0,4.0
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,2440.0,3.0,1.0,142.0,3.0
Super built-up  Area,21-May,Kanakpura Road,3 BHK,1938.0,3.0,3.0,92.69,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1711.0,3.0,2.0,125.0,3.0
Plot  Area,Ready To Move,Nagarbhavi,5 Bedroom,1200.0,4.0,3.0,240.0,5.0
Super built-up  Area,18-Jul,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,95.0,2.0
Super built-up  Area,18-Mar,Haralur Road,2 BHK,1225.0,2.0,1.0,77.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3418.0,3.0,2.0,235.0,4.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1750.0,3.0,2.0,120.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1260.0,2.0,1.0,80.0,3.0
Super built-up  Area,19-Dec,Sarjapur  Road,1 BHK,691.0,1.0,1.0,31.1,1.0
Plot  Area,Ready To Move,BTM 2nd Stage,4 Bedroom,2400.0,3.0,2.0,400.0,4.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1285.0,2.0,1.0,78.0,2.0
Built-up  Area,Ready To Move,Hebbal,3 BHK,1590.0,3.0,2.0,96.0,3.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1571.0,3.0,2.0,65.0,3.0
Built-up  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,2800.0,5.0,1.0,220.0,5.0
Super built-up  Area,Ready To Move,Garudachar Palya,2 BHK,1060.0,2.0,1.0,48.66,2.0
Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,58.0,2.0
Plot  Area,Ready To Move,Govindapura,4 Bedroom,702.0,4.0,0.0,65.0,4.0
Plot  Area,Ready To Move,Lal Bahadur Shastri Nagar,3 Bedroom,2400.0,2.0,2.0,185.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,81.0,3.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1530.0,2.0,2.0,70.99,3.0
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1170.0,2.0,1.0,45.51,2.0
Super built-up  Area,Ready To Move,OMBR Layout,3 BHK,1580.0,3.0,2.0,75.0,3.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3.0,2.0,89.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,2.0,55.78,2.0
